Geneid	F1_1	F1_2	F1_3	ND_1	ND_2	ND_3
CG11294	128	116	133	119	97	108
Ogg1	154	148	155	149	162	147
CAH3	938	949	1028	961	1079	972
CG12772	545	602	537	533	584	597
Caf1-180	111	95	100	121	93	101
CG12081	416	383	446	377	402	453
CG12111	5	10	10	0	3	2
CG12112	59	50	61	48	48	65
IntS4	263	288	272	285	272	281
PIP82	3371	3448	3188	3503	3551	3457
Cp7Fc	19	19	81	14	17	374
Cp7Fb	71	92	170	88	63	560
CG12116	3903	2547	4121	3978	3669	2724
Es2	221	246	257	209	262	248
CG15347	231	275	328	255	282	250
CG12123	143	154	171	118	154	167
CG1440	1225	1406	1293	1332	1258	1298
Miga	478	450	544	487	557	545
PIG-T	723	777	827	711	746	721
CG10555	513	571	487	531	478	555
CG1387	3	3	3	2	2	1
CG1636	1151	1165	1222	1184	1201	1179
CG15343	54	58	78	54	53	70
Corp	65	85	94	76	103	69
CG1632	476	452	392	455	434	428
sni	334	351	384	375	376	353
CG2147	152	199	185	144	181	164
slpr	536	616	499	577	600	683
CG2278	439	482	478	505	472	554
CG10761	0	1	1	0	0	0
CG15337	3	26	4	3	6	22
GIIIspla2	379	604	618	406	510	528
CG18262	106	118	131	98	126	116
Gbeta5	602	711	634	680	618	650
CG10959	53	74	56	59	64	64
CG15336	0	0	2	0	0	0
CG2129	81	87	73	67	84	87
alpha-PheRS	554	564	552	533	565	474
CG17982	173	188	168	139	168	176
CG2120	15	15	12	15	15	24
CG10958	133	118	142	106	158	132
CG2116	300	305	340	257	279	307
cyr	12	6	49	15	18	44
CG2260	175	204	193	178	233	160
CG1575	143	173	187	144	162	142
CG2256	9	9	16	7	11	18
Ldsdh1	4708	4550	4911	5214	4696	4898
CG1571	3	1	0	0	0	3
CG10778	159	201	212	200	199	213
Upf2	631	652	648	600	623	641
mahe	3656	3618	3574	3456	3458	3614
CG2233	79779	63224	67171	87730	85620	82722
Ykt6	492	619	533	494	588	562
hdm	7	7	11	7	12	10
CG15333	0	0	3	0	2	0
snz	1160	1267	1011	1134	1234	1312
CG15330	2	2	1	1	2	1
spidey	1696	1797	1860	2163	2021	1718
CG15332	18	17	7	10	16	23
dpr14	1181	1089	1173	1206	1142	1144
Ubr3	2531	2318	2227	2422	2275	2542
p115	378	427	348	414	444	401
Nek2	1	2	3	3	3	1
CG10932	1407	1264	1212	1183	1091	1054
Ir7g	2	5	1	2	3	5
Ir7c	3	3	1	2	2	7
Ir7b	0	0	0	0	1	0
CG1409	0	0	0	0	0	0
CG10920	0	1	0	0	0	0
CARPA	430	369	410	401	406	366
Ir7a	1	2	0	4	2	5
Rab39	1145	1236	1341	1116	1280	1274
Pdp	704	735	832	684	696	694
CG12155	495	546	471	500	501	514
NELF-B	180	202	183	205	191	215
Hira	202	221	250	199	248	229
CG15478	139	168	168	152	167	141
CG12689	1	4	4	3	1	4
CG11369	0	0	0	0	0	0
CG9657	1147	880	1046	1189	987	947
CG15035	0	0	0	0	0	0
CheA7a	19	6	29	7	7	11
CG1999	0	0	0	0	0	0
CG15034	0	0	1	0	0	0
Dok	219	219	203	236	240	207
Atg5	402	392	414	391	392	398
unc-119	1544	1604	1844	1458	1472	1548
CG2059	506	535	555	505	543	492
CG1958	0	0	0	0	0	0
CG8300	416	447	461	341	483	435
CG4617	217	218	198	198	226	221
CG4615	924	901	837	940	931	924
CG14427	0	0	0	0	0	0
CG12541	456	427	421	448	431	387
CG4593	206	244	278	222	272	247
CG3032	33	38	37	32	44	31
Inx6	0	0	0	0	0	0
bou	370	384	468	393	351	320
CG3040	383	468	511	447	467	451
CG4586	16	26	11	18	21	28
CG14431	571	623	445	689	673	600
CG14434	79	55	79	73	59	63
CG4558	475	555	588	470	531	517
Cht11	119	127	159	129	165	154
CG4557	531	568	487	593	577	551
CG14435	1299	1383	1203	1167	1318	1301
mAChR-C	2	1	4	3	2	3
Atx-1	3	2	1	1	3	2
xit	219	175	225	198	181	189
Nf-YC	311	351	343	266	282	293
iav	68	58	66	36	67	58
shf	251	328	318	259	325	227
CG14439	1144	1040	920	1382	1347	1275
CG14441	1557	1472	1145	1562	1377	1550
CG14440	925	983	1083	912	935	858
CG14442	1547	1573	1261	1416	1471	1405
CG3184	96	100	96	90	90	90
ND-ASHI	1741	1812	1985	1717	1683	1492
CG3198	2118	2582	2420	2043	2441	2210
CG4151	1	2	2	4	3	2
Ctr1A	1010	916	997	1041	1014	977
CG3224	408	398	490	361	384	367
SPR	622	734	636	738	759	635
CG3342	134	161	146	127	175	144
CG3918	253	352	330	226	340	280
CG15784	1596	2934	2239	1217	2878	2465
CG3226	442	528	547	411	504	394
CG16756	671	725	944	718	839	919
pigs	4942	4178	3072	4529	4009	4009
CG42340	501	490	463	462	446	450
CG14443	0	2	0	1	0	0
NAAT1	1484	1517	1330	1506	2191	1547
Pat1	1104	1168	981	1125	1194	1147
CG3847	532	656	557	571	581	575
XRCC1	99	109	98	104	107	137
CG3309	207	237	205	213	237	209
Sas10	187	227	217	196	221	171
CG15894	1088	1152	941	1217	1080	1120
CG15930	0	0	0	0	2	1
CG3823	344	321	311	578	355	216
CG4198	0	0	0	0	0	0
CG12219	212	277	286	244	262	232
TrxT	0	5	1	4	3	1
CG3815	251	268	263	280	279	290
CG17764	0	1	0	1	0	0
CG3323	12	14	8	16	16	21
mldr	101	69	95	75	86	65
CG42749	8	10	11	6	6	12
Rpt4	975	1140	1073	1005	1182	1047
wuho	270	258	293	254	316	262
CG5062	2	0	0	1	1	1
CG11700	13	11	15	16	16	16
CG15465	0	0	0	0	0	0
Rpn13R	8	9	7	3	6	7
CG3781	255	288	305	268	308	299
Rbcn-3A	3173	3448	2348	3647	3012	3748
CG14445	240	265	287	270	238	225
CG12680	0	0	0	0	1	0
dtn	5262	5461	5034	4720	5225	5036
CG15468	2	3	2	2	0	1
Btnd	0	1	3	2	1	5
vanin-like	17	5	0	108	68	1
CG6903	1115	1226	1235	942	1219	1159
CG4041	432	434	447	427	471	435
Ca-alpha1T	6376	6298	5869	6246	5881	6111
CG32772	967	1028	897	944	876	979
raptor	621	681	459	695	661	719
CG6927	10	12	11	14	6	23
CG4660	380	412	360	459	385	339
CG4666	153	97	120	181	130	110
CG5928	7	5	8	12	10	3
boil	4	6	3	5	5	5
CG12682	0	0	0	0	0	1
CG5937	1286	1363	1255	1412	1251	1475
MCTS1	393	409	436	430	452	382
CG4766	285	289	362	317	300	341
CG6978	4	10	7	7	8	9
CG15471	1	2	2	2	2	3
CG5966	89	589	103	266	170	548
CG2871	2	0	0	0	0	2
Grip	127	110	140	132	126	136
Klf15	3	2	0	0	3	0
fs(1)M3	5	3	2	9	6	23
CG15472	0	1	0	1	0	0
CG6067	2606	2308	3392	2871	2806	3107
CG6048	0	0	0	1	0	1
CG7024	9	17	6	8	6	9
CG6041	86	102	145	88	101	139
CG12728	140	156	180	164	167	174
CG3009	892	1322	1462	934	1323	939
CG3726	617	721	615	611	563	630
CG15473	39	41	59	48	37	40
Shmt	3613	3334	2481	3527	2968	2251
Torsin	573	558	619	543	626	585
CG3062	0	1	0	1	2	3
CG4020	50	47	61	48	57	59
CG3081	17	5	12	10	15	9
CG16721	1582	1445	1518	1333	1425	1634
Usp30	791	859	853	862	867	803
CG12184	8	10	5	7	3	4
GAA1	576	550	602	567	601	626
CG12684	0	0	0	0	0	0
CG15764	0	0	0	0	0	0
CG3546	1	0	1	0	0	0
CG12729	1	0	0	0	0	1
CG11444	1042	1047	1099	973	1028	850
CG3527	151	158	164	176	164	157
CG15765	6642	6849	6549	5806	6060	6092
CG11436	164	118	162	156	155	144
AgmNAT	18	24	28	15	18	17
Prosbeta2R1	2	0	0	1	1	0
CG15912	41	45	68	66	46	45
Cpr5C	0	0	0	0	0	0
CG3568	82	74	85	63	76	92
CG12239	3291	3604	3652	3330	3709	3484
CHOp24	1218	1101	1186	1117	1161	1030
CG15767	1	0	0	1	0	1
CG3556	3404	3466	3816	3116	3167	3192
CG42699	455	455	387	472	463	454
CG3108	0	1	1	1	2	1
CG3626	689	720	513	726	768	726
CG12693	0	0	1	0	2	1
CG42264	2	0	0	0	0	0
CG3097	646	671	644	852	718	593
CG12692	0	0	0	0	0	0
CG15572	0	0	0	0	0	0
CG12691	0	0	0	0	0	0
lin-52	225	223	255	195	248	205
CG15576	0	0	1	0	0	0
CG15772	322	334	272	270	316	272
CG4078	202	190	141	174	160	190
CG15570	4	0	5	1	1	38
CG15571	0	0	0	0	0	0
tyf	1937	2034	1782	1916	1996	1994
CG15773	9	8	10	3	4	3
Tip60	272	368	367	267	281	284
dgt4	2	3	12	10	13	4
CG15375	0	1	0	1	1	1
CG4096	508	774	679	661	739	776
CG6379	416	428	382	405	436	412
CG3149	382	443	417	395	440	399
PGAP1	466	441	406	441	554	522
CG42449	8	14	6	4	10	14
CG4119	557	587	570	533	588	578
OtopLa	8954	8361	7533	8710	8094	8274
l(1)G0045	40	38	50	38	37	34
CG34435	0	0	0	0	0	0
Vsx1	161	178	182	181	178	164
CG12730	734	643	666	715	763	640
CG6428	253	280	246	235	285	299
Glos	127	142	145	135	125	149
CG2938	456	518	480	408	470	518
CG15239	0	0	0	2	4	0
VhaAC39-1	4680	5078	4897	4778	5016	4729
CG2901	0	0	0	0	0	0
HIP	623	546	736	560	598	590
Ilp7	3	7	2	6	4	4
Gas8	24	28	19	7	20	11
CG10803	897	922	915	821	874	928
CG10793	9	7	3	7	4	8
CG14270	186	191	204	185	186	182
CG10802	300	364	397	352	360	410
CG14265	0	0	0	0	1	0
CG16781	1	0	0	0	1	0
CG10801	0	0	0	0	0	0
CG3939	301	296	353	341	338	311
CG16782	9	7	2	9	7	6
CG4116	0	0	0	0	0	1
CG14269	0	0	3	0	0	1
CG3603	307	296	390	450	353	481
CG17959	0	0	0	0	0	0
CG14423	1	2	0	3	1	0
CG14422	0	1	2	0	0	4
CG14421	3	6	7	3	5	3
CG14420	4	4	1	1	3	1
CG3598	5	2	1	2	2	1
CG3592	1	0	1	1	0	1
CG14424	0	1	1	1	2	0
CG14419	1344	1640	1848	1448	1923	1309
CG14418	2	1	0	2	0	2
CG14417	0	1	0	1	1	1
CG14416	5	5	13	3	6	7
CG12498	3	4	1	4	2	1
CG2712	74	92	82	71	85	85
vilya	1	0	0	1	2	0
CG2701	514	609	540	547	579	549
CG2685	229	228	212	158	229	204
CG2681	196	200	311	256	191	235
CG2680	247	288	303	268	337	269
eIF2Bbeta	631	667	775	577	648	600
Ugalt	198	205	181	226	197	211
CG2662	76	85	93	66	85	92
CG2650	22	31	25	17	28	24
CG2652	2	0	2	3	2	1
PI4KIIIalpha	3425	3741	3236	3472	3371	3601
brv3	0	2	1	3	2	3
Seipin	162	172	177	159	145	168
eIF3g1	1396	1608	1916	1436	1480	1459
CG13760	344	339	386	346	374	352
AANATL7	70	72	80	64	43	56
Vha36-3	377	408	495	355	387	469
Pdfr	1430	1573	1691	1373	1607	1447
CG12496	0	0	1	0	0	0
Ilp6	1496	1863	1738	1216	1490	1645
CG2854	20	15	12	23	18	14
CG14050	32	33	36	29	26	33
CG2865	1277	1230	1344	1024	1073	1144
CG2918	3498	3488	2900	3704	3797	3145
CG3071	234	233	261	196	229	196
temp	1138	1220	1318	1218	1268	1177
CG3091	936	1039	1124	974	1064	1091
CG14053	10	5	6	9	8	9
CG3457	1	0	1	1	1	3
ND-B14.5A	1595	1694	1844	1593	1594	1264
CG3630	1172	1331	1290	1095	1463	935
CG16903	516	582	552	503	534	522
CG4025	477	535	647	482	543	660
CG4045	177	217	217	183	206	187
Rtca	171	174	222	141	166	185
CG4194	11	26	12	20	22	26
CG14054	1	0	0	0	1	1
CG4281	581	654	659	623	646	639
Sik2	937	1053	1015	962	984	1062
CG4313	170	188	171	170	199	182
moody	1493	1767	1488	1502	1720	1721
CG4325	182	137	150	177	146	108
PIG-K	497	520	614	533	476	470
CG3587	111	129	122	135	121	129
CG14818	727	784	905	780	865	713
CG14805	431	488	488	415	494	422
CG14817	212	284	289	211	233	190
Ocrl	1015	1103	1082	1070	1129	1150
Vps26	1243	1337	1413	1290	1411	1403
Pgam5	198	200	233	176	228	193
Rbcn-3B	1822	1835	1607	1959	1791	1936
CG14803	116	119	120	112	113	156
mip130	371	413	386	363	390	409
MED18	176	186	221	178	192	182
CG32803	54	70	83	74	84	82
CG14806	611	549	637	559	544	468
CG14812	522	595	693	490	563	619
CG14811	7	5	7	2	5	3
CG14810	0	0	1	0	0	0
CG3795	2	2	0	0	0	1
CG14798	54	53	56	48	45	39
CG14797	12	13	13	8	15	14
hfw	576	650	666	601	708	668
CG3740	202	233	225	239	223	256
Mur2B	1008	966	853	1005	923	1074
inc	1382	1464	1425	1392	1464	1465
CG14795	0	0	0	0	0	0
rush	1002	1238	994	974	1087	1280
CG14780	5	14	1	5	6	1
CG14778	143	134	183	137	125	143
CG14777	499	508	633	507	581	470
O-fut2	169	171	206	177	171	179
Ns3	327	358	432	316	302	286
CG14787	3	3	5	3	2	3
Lrpprc2	500	606	499	557	587	551
CG14785	47	62	71	53	51	42
Rilpl	3470	3785	3714	3470	3950	3903
CG14770	5	4	14	13	10	6
CG11417	177	236	218	214	229	193
CG12773	724	764	752	698	745	716
CG11409	45	27	35	49	40	30
fs(1)N	1	2	6	6	8	15
CG32812	17	9	23	9	12	19
CG11403	27	40	30	31	24	41
CG11398	76	91	95	60	74	109
CG11382	44	25	35	26	37	14
CG11381	1	1	11	0	0	85
CG14625	9	12	17	16	22	20
CG11380	22	12	13	32	13	13
CG14626	31	45	56	34	33	32
CG14627	4	3	0	3	5	1
CG11379	0	0	1	0	0	0
CG11384	1	1	0	1	1	2
CG11378	576	581	437	747	625	479
CG14628	0	1	0	1	0	0
CG3655	1257	1178	963	1276	1208	1267
CG14629	8457	8802	10189	9812	10101	10187
CDC45L	239	234	220	235	221	231
CG11638	752	841	708	756	867	759
CG14631	0	0	1	0	1	0
TfIIA-S-2	0	2	0	1	0	0
CG3690	3	1	4	4	3	1
CG3699	2816	2444	2392	3458	2627	2397
CG3703	594	611	723	574	630	642
mus81	25	36	33	41	45	72
CG3704	269	285	336	268	294	271
CG3708	1	1	2	1	2	2
MED22	218	221	300	194	213	217
Lztr1	1622	1731	1312	1670	1807	1853
CG11663	0	0	0	0	1	0
CG11664	0	0	0	0	0	0
CG13361	1	2	1	3	2	0
CG14635	0	0	0	0	0	2
CG13362	0	1	4	0	1	4
Sec22	1527	1574	1530	1652	1544	1584
Hmt4-20	2538	2646	2326	2538	2587	2734
CG13358	1	2	7	2	6	3
Roc1a	1458	1382	1610	1526	1580	1408
CG13359	1	0	0	0	1	0
CG13367	259	310	331	228	319	317
CG16989	938	947	947	803	1001	1000
CG13369	592	651	725	603	634	615
CG13360	1398	1274	1411	1714	1416	1465
CG13365	134	157	167	136	128	115
tw	108	118	92	126	124	108
CG13366	1237	1204	1116	1259	1228	1358
CG5254	571	607	482	576	601	505
CG17778	391	428	497	427	400	410
CG3156	205	189	215	183	222	189
CG18273	291	265	332	265	280	270
CG3176	34	37	43	47	45	27
CG13373	119	96	120	107	94	113
CG12470	10	6	11	10	5	10
CG13375	1123	988	939	1134	1062	1189
CG13377	97	102	49	91	97	86
G9a	832	794	626	972	820	914
Synj	1974	2059	2005	1986	1994	1964
arr	724	656	485	679	650	726
Crtp	2	0	0	0	0	0
SoxN	1347	1473	1394	1149	1291	1303
disp	598	588	539	676	668	769
tio	227	231	199	250	265	230
sut2	33	38	25	39	41	23
sut3	3	6	0	3	4	0
Inx3	2768	2322	2345	2786	2577	2370
Sara	1282	1410	1197	1284	1376	1447
sip1	96	147	95	111	105	114
bon	756	829	548	821	835	917
Sr-CII	0	0	3	1	2	2
ND-23	3086	3052	3287	2884	2913	2548
ScpX	1304	1320	1384	1636	1621	1591
hoip	232	226	271	228	221	160
RabX1	614	622	568	523	563	565
CG10939	1382	1603	1339	1418	1616	1376
mAcon1	19524	19420	17766	19764	19755	18076
PpD5	12	8	13	4	8	5
bgm	4314	3412	3246	3308	3691	2874
ETH	0	0	0	0	0	0
wit	954	1032	901	1039	1074	1167
DCTN2-p50	821	970	950	841	892	809
Mcr	1589	1591	1200	1793	1644	1899
Ag5r2	2	0	5	2	1	2
Ugt36A1	159	157	148	160	155	150
Ubc7	936	1013	942	950	967	909
Shc	395	476	476	403	481	440
cas	2	4	3	5	2	2
sls	8799	8446	7495	8621	9020	8162
Pgm1	11607	10739	9886	10442	10671	9200
Hex-C	2470	1946	2400	2427	2034	1991
Sras	112	128	105	125	137	134
trbl	358	403	379	413	391	653
Sdic1	0	0	0	0	0	0
Lip2	83	49	53	73	56	68
Plap	466	524	418	460	495	464
spag	285	279	372	277	332	311
MED20	79	92	91	62	64	81
Cds	10610	9952	9652	11510	10648	10347
prc	36	34	50	48	29	38
gom	3	8	6	6	8	0
fan	0	2	4	0	2	4
axo	1578	1715	1548	1451	1710	1667
SF1	1357	1513	1569	1338	1394	1439
toy	2097	2048	1945	2052	2148	2169
amx	201	223	190	227	225	208
apolpp	109523	80197	81733	110390	99147	108657
nej	2973	3178	3486	2842	2898	2866
Arf102F	1352	1286	1465	1446	1411	1385
eIF4G1	6963	6157	4900	6788	6546	6211
mGluR	1695	1511	1456	1722	1719	1832
mav	1127	1048	1080	1143	1166	1117
zfh2	1147	1118	854	1144	1179	1229
ci	999	956	989	954	973	1019
PlexB	1050	990	857	1021	1051	1087
mod	1947	1728	2175	1928	1852	1726
Loxl1	9	10	18	7	6	7
mRpL32	184	181	199	175	163	134
chp	22444	22800	25970	23343	24446	27468
bnk	0	1	0	1	0	0
Gycbeta100B	1544	1444	1502	1540	1481	1592
CanA1	250	239	238	208	214	222
5-HT7	350	370	352	322	351	318
Cyp4c3	98	103	100	118	126	89
tll	0	0	0	0	0	0
PH4alphaMP	23	24	17	18	18	38
mRpS18C	164	189	184	178	178	155
CecC	666	533	1159	269	595	489
CecB	180	131	346	38	175	196
CecA2	2	1	2	0	0	2
CecA1	2216	1071	2773	87	404	946
Anp	1	0	1	0	1	0
Mlc2	28281	27169	29858	26845	27788	20531
sima	4024	4132	3212	3999	3963	3785
Sry-delta	208	225	228	196	244	226
ocn	0	1	0	0	1	0
Nlp	937	933	956	901	885	676
TkR99D	253	214	263	232	209	219
Jon99Ci	7	0	0	6	3	6
Jon99Cii	22	0	2	16	1	3
Capa	499	547	679	487	543	523
Drice	362	406	396	350	405	395
dmrt99B	56	55	47	55	71	29
stg	31	53	41	21	29	61
Pglym78	6901	6952	7807	6963	6830	5884
Pkc98E	5347	5074	4970	5111	4755	5117
AstA-R2	20	29	28	25	34	28
Dhc98D	195	177	156	246	204	204
Or98b	2	1	0	0	1	3
Mst98Cb	0	0	1	0	0	0
RpL4	25873	28872	32478	26063	29078	24940
mRpS22	503	535	574	473	508	490
Or98a	27	20	35	13	27	18
Ets98B	767	882	733	730	931	820
Ets97D	153	181	163	170	185	158
Klp98A	1464	1527	1023	1493	1413	1479
T48	459	535	400	442	505	440
Gr98c	0	1	0	1	0	6
side	1167	1070	950	1037	1117	1129
His2Av	1122	1138	1275	995	1167	1021
Ser	40	45	30	56	47	48
Pdf	543	606	691	533	568	601
tx	230	295	269	195	282	259
RYa-R	21	9	11	22	28	17
E(spl)m8-HLH	0	0	0	0	0	0
E(spl)m6-BFM	1	2	2	0	1	1
E(spl)m5-HLH	0	0	0	0	0	0
E(spl)m4-BFM	0	0	0	0	0	0
E(spl)m3-HLH	40	47	62	34	57	52
E(spl)m2-BFM	23	27	38	23	22	30
Kaz-m1	37	45	6	36	15	2
E(spl)malpha-BFM	4	8	7	4	3	2
E(spl)mbeta-HLH	101	136	176	98	161	129
E(spl)mgamma-HLH	1	1	2	0	0	0
E(spl)mdelta-HLH	0	0	2	0	0	0
Tsp96F	1464	1372	1318	1409	1537	1375
Mst57Db	0	0	0	0	0	0
Mst57Dc	0	1	0	0	0	0
to	1250	1042	822	1973	1509	1013
fd96Cb	17	21	23	20	20	23
fd96Ca	7	14	9	8	11	12
Stt3B	2096	1971	1758	2008	2003	1591
Hr96	562	640	540	512	592	584
Esp	247	315	291	288	314	253
AstA	686	821	811	624	704	619
asp	10	3	10	8	7	19
tld	112	157	111	94	106	111
Syx18	241	314	273	284	261	308
Pp1alpha-96A	4824	5602	5018	4716	4625	5177
nAChRalpha1	1662	1599	1830	1500	1567	1533
crb	2076	2196	2071	2249	2078	2690
Orct	586	760	827	837	912	709
mRpS24	117	153	142	115	125	111
Hsp68	156	508	303	138	491	163
Rab7	5300	5479	6428	5055	5564	6374
Rpt2	1383	1448	1451	1355	1650	1283
TfIIA-S	864	946	1127	857	953	825
Pli	2175	2068	2039	2097	2263	2174
tst	382	379	370	398	392	438
Rpt5	1162	1163	1185	1056	1280	1029
eIF3d1	2678	2737	3199	2489	2626	2623
DNApol-epsilon255	80	56	45	76	54	63
Or94b	0	1	0	0	0	1
Or94a	5	1	2	1	4	1
klg	1819	2007	1868	1945	1920	1925
Dcr-1	356	339	326	334	373	330
Dph5	340	358	326	293	295	240
CSN6	407	438	469	341	418	393
Nrx-1	5968	5979	5817	5686	5546	5730
Mitofilin	3065	2956	2827	2832	3040	2695
glec	1814	1922	1869	1822	1877	1899
Gr93a	11	4	6	2	4	8
RpI12	39	45	65	61	45	49
Gapdh2	20554	20977	21828	21551	21331	18920
fok	5070	6305	5661	4662	5276	5826
InR	1383	1453	1196	917	998	1302
lbe	0	0	0	0	0	1
boss	4807	4827	4773	4915	4829	4735
lbl	82	139	117	97	108	137
tin	1	1	5	3	2	1
TotB	19	30	18	11	8	6
CG3430	53	47	70	72	60	69
e	2730	2371	2449	1812	2618	2339
RpS20	12724	14416	18037	12684	14598	11821
slmb	1572	1570	1410	1487	1537	1569
Oct-TyrR	291	255	286	296	282	316
rtet	211	241	211	202	232	234
dmrt93B	1	1	2	4	3	3
r-l	105	126	145	121	142	103
Sep2	637	728	758	668	774	674
Cortactin	646	654	604	609	718	649
EloB	1977	2027	1939	2113	1990	1662
Dhc93AB	276	274	234	236	273	270
Or92a	47	75	49	67	49	49
MtnB	4	5	1	0	3	3
Rh3	14176	14823	16813	14951	14762	15509
Hs6st	740	711	732	609	733	650
Surf6	138	150	182	148	146	136
ninaE	379095	481518	454939	354915	380668	401497
ort	362	328	273	283	307	299
vib	3090	3193	2971	3148	3270	2922
sqz	241	213	237	231	238	198
cdi	1731	1727	1644	1789	1721	1783
P5cr	516	437	486	496	492	422
dnk	201	177	167	175	167	170
Rh2	2941	3032	3023	2929	3055	2926
Cbp20	282	305	320	278	271	245
AttD	2145	735	1267	118	360	1645
Edg91	32	25	48	26	38	18
sll	511	426	473	546	490	482
Sgs5	0	0	1	0	1	0
Prx3	1883	1756	1870	2105	1694	1493
Eh	1	3	4	2	0	3
beat-IIa	1494	1433	1324	1476	1585	1413
mRpS11	415	423	494	346	387	368
Scp2	4476	4539	4272	3850	4908	4485
mRpS33	272	245	271	215	212	197
asun	149	181	153	143	175	188
sra	1427	1696	1679	1216	1499	1562
Fer2	50	54	69	67	56	66
mor	987	1090	1118	934	1051	1122
Rbf2	16	27	27	24	27	32
blp	265	268	313	243	299	292
Rh6	2901	3616	4898	2841	3556	4077
Act88F	782	672	720	515	763	285
ldlCp	351	333	360	319	350	326
SerRS-m	216	235	274	236	260	238
Fkbp39	496	420	494	477	510	385
mRpL9	457	425	574	398	451	394
ea	339	363	351	336	437	409
ATPsynO	7044	6999	8086	7116	6738	5902
Su(var)3-9	55	49	46	51	66	53
Caf1-55	473	516	538	471	517	510
mRpL11	180	183	203	200	169	150
Crz	181	216	255	214	215	210
Or88a	0	1	0	1	1	2
Mst87F	3	3	3	0	6	1
Adgf-D	1781	1921	2050	1446	1819	1712
yellow-e	555	334	289	510	398	467
poly	476	451	469	425	351	416
Su(var)3-7	436	563	482	494	512	571
timeout	69	68	39	59	48	38
Hsc70-2	47	43	57	42	31	37
snk	0	1	0	1	1	1
ry	1293	1145	805	1163	1051	1088
yellow-f	345	262	310	225	234	206
Paip2	2788	2847	2532	2263	2460	2730
mus308	69	65	56	94	81	84
I-t	0	1	0	0	0	0
Fer3	10	4	18	7	4	10
Arp1	1165	1258	1301	1203	1208	1210
Ho	461	504	498	507	501	563
mbo	250	242	242	226	224	230
Hug	492	541	652	434	571	513
Blm	136	149	127	142	165	186
Prosalpha2	1123	1212	1279	1059	1322	1060
mRpL40	273	252	304	229	246	193
Scgbeta	403	481	567	451	456	402
GstD1	4009	4554	4834	4067	4417	3973
Ugt35B1	4195	3672	2926	4322	3736	2708
Ugt35A1	329	390	380	435	352	354
Sodh-2	233	168	258	196	187	195
Fdh	1705	1650	1852	1767	1809	1710
Tsp86D	334	376	377	367	377	413
Mcm5	77	46	51	59	50	53
mRpL37	340	327	355	352	374	323
TfIIFbeta	223	258	254	212	228	236
Irp-1B	1931	1934	1741	1916	2482	2018
TkR86C	120	99	112	134	122	124
jumu	178	153	149	176	142	178
nerfin-2	45	47	54	52	55	47
MtnA	8448	11354	13612	7506	8928	9973
Snap24	879	1098	1071	962	1018	1017
alphaTub85E	8	11	8	15	12	6
hyd	2750	2698	2056	2693	2762	2964
dmt	247	256	197	257	263	317
Fst	2	7	3	5	2	2
Calr	7052	7237	6804	7709	7877	5997
RhoL	431	448	458	448	483	391
alpha-Man-IIa	579	561	521	600	627	597
betaTub85D	17	28	16	15	17	17
Or85f	32	27	15	22	12	26
mRpL19	208	226	261	208	235	204
pch2	124	104	121	120	137	111
Or85d	5	6	5	5	9	5
Or85c	0	0	1	0	1	0
Or85b	15	16	18	22	28	20
Or85a	18	13	9	13	25	13
mRpL1	376	359	376	341	369	384
puc	1011	1263	1387	857	1236	1587
RpA-70	760	822	821	745	822	782
Prat	147	173	151	147	181	214
mRpS9	1292	1287	1283	1225	1295	1263
alpha-Est1	1210	1067	1147	1118	1033	1026
alpha-Est2	659	654	778	619	749	1114
alpha-Est3	1	1	0	0	2	0
alpha-Est4	25	27	25	20	23	34
alpha-Est5	503	373	376	516	438	319
alphaTub84D	2318	2190	2191	2248	2191	1803
Rtnl2	1	4	3	1	0	4
alpha-Est6	7	0	8	4	4	10
alpha-Est7	5016	5284	5251	5425	5275	5617
Ubc84D	10	14	20	16	12	17
alpha-Est8	2401	2913	2242	2566	2645	2668
Rok	999	1064	802	986	1010	1041
rib	14	22	21	9	20	12
rhi	4	3	8	4	7	16
alpha-Est10	411	440	406	485	501	537
or	294	280	352	294	333	283
Mst84Da	0	0	0	0	0	0
robo2	153	126	69	127	137	160
Mst84Db	0	0	0	0	1	0
l(2)37Bb	481	476	505	490	525	432
Mst84Dc	1	1	0	0	0	0
Mst84Dd	1	0	0	0	1	0
lap	5452	5737	4921	5534	6147	5752
cype	1986	2567	2703	2229	2254	1740
cv	728	704	693	719	718	672
Scr	273	327	273	297	294	247
clt	415	449	518	473	450	455
Edg84A	0	0	0	4	0	0
bel	3344	3496	3258	3208	3392	3352
TfIIFalpha	562	607	577	507	542	552
TotZ	0	1	0	0	0	0
NPFR	118	116	122	125	125	128
TotF	0	0	0	1	0	0
TotX	879	1689	744	868	638	656
Or83c	5	7	3	2	3	4
TotC	7012	7853	6674	4291	4008	2044
Obp83b	2387	2720	2805	2391	2547	2464
TotA	15025	18451	14238	10134	13425	6373
Obp83a	3660	4713	4712	3789	4297	3747
Spn	2162	2083	1943	2267	2232	2374
Atu	0	0	0	0	0	0
modSP	1681	1631	1363	1601	1679	1907
Ocho	0	0	0	0	0	1
Irbp	141	170	153	146	161	203
ksr	770	817	758	816	824	921
Ms	1843	1999	2363	1789	1949	1817
Orco	1039	1241	1130	1065	1235	1196
Zip89B	520	543	682	540	761	614
Or83a	0	0	0	0	0	0
Pcmt	722	801	908	738	761	804
corto	2350	2524	2292	2197	2438	2323
hkb	8	7	13	12	10	4
